Relation Data
ID,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5
8266,0.766,0.663,0.382,0.079,0.089
8267,0.715,0.936,0.510,0.368,0.202
8268,0.630,0.771,0.445,0.484,0.259
8269,0.612,0.942,0.086,0.312,0.128
8270,0.576,0.208,0.626,0.863,0.154
8271,0.835,0.778,0.339,0.469,0.869
8272,0.791,0.882,0.096,0.683,0.222
8273,0.360,0.492,0.306,0.270,0.646
8274,0.831,0.239,0.336,0.202,0.763
8275,0.545,0.349,0.147,0.628,0.420
8276,0.299,0.596,0.699,0.936,0.587
8277,0.850,0.702,0.028,0.246,0.198
8278,0.217,0.067,0.592,0.763,0.543
8279,0.574,0.594,0.778,0.281,0.717
8280,0.076,0.164,0.177,0.228,0.904
8281,0.066,0.765,0.324,0.476,0.288
8282,0.928,0.986,0.134,0.166,0.827
8283,0.708,0.642,0.519,0.522,0.446
8284,0.458,0.730,0.262,0.033,0.377
8285,0.904,0.610,0.772,0.028,0.314
8286,0.527,0.258,0.838,0.015,0.044
8287,0.747,0.335,0.587,0.415,0.551
8288,0.075,0.484,0.487,0.990,0.055
8289,0.319,0.560,0.419,0.220,0.749
8290,0.193,0.735,0.525,0.331,0.258
8291,0.528,0.104,0.807,0.033,0.762
8292,0.251,0.828,0.284,0.459,0.313
8293,0.040,0.099,0.348,0.084,0.784
8294,0.684,0.891,0.961,0.407,0.482
8295,0.362,0.967,0.325,0.732,0.940
8296,0.692,0.541,0.028,0.850,0.386
8297,0.254,0.524,0.656,0.684,0.581
8298,0.188,0.746,0.934,0.183,0.902
8299,0.894,0.677,0.752,0.265,0.540
8300,0.614,0.908,0.678,0.079,0.288
8301,0.032,0.658,0.054,0.802,0.986
8302,0.353,0.568,0.138,0.425,0.925
8303,0.659,0.982,0.667,0.797,0.631
8304,0.564,0.659,0.760,0.561,0.678
8305,0.620,0.597,0.259,0.919,0.361
8306,0.190,0.014,0.202,0.121,0.018
8307,0.312,0.752,0.990,0.613,0.583
8308,0.139,0.636,0.799,0.728,0.369
8309,0.109,0.467,0.801,0.685,0.963
8310,0.240,0.791,0.558,0.764,0.646
8311,0.851,0.252,0.377,0.269,0.694
8312,0.489,0.051,0.976,0.134,0.984
8313,0.437,0.469,0.883,0.055,0.151
8314,0.336,0.825,0.063,0.385,0.260
8315,0.919,0.194,0.388,0.265,0.792
8316,0.972,0.319,0.694,0.856,0.932
8317,0.122,0.122,0.484,0.087,0.563
8318,0.568,0.361,0.188,0.514,0.147
8319,0.659,0.261,0.902,0.825,0.070
8320,0.611,0.464,0.993,0.057,0.282
8321,0.620,0.427,0.921,0.947,0.292
8322,0.565,0.383,0.356,0.509,0.182
8323,0.446,0.734,0.933,0.252,0.221
8324,0.009,0.277,0.211,0.266,0.322
8325,0.721,0.879,0.732,0.050,0.028
8326,0.030,0.273,0.501,0.056,0.960
8327,0.253,0.489,0.748,0.435,0.238
8328,0.252,0.494,0.088,0.165,0.559
8329,0.959,0.668,0.839,0.383,0.081
8330,0.548,0.636,0.234,0.984,0.552
8331,0.339,0.090,0.958,0.467,0.105
8332,0.886,0.484,0.567,0.403,0.687
8333,0.563,0.112,0.627,0.980,0.196
8334,0.059,0.804,0.044,0.960,0.136
8335,0.424,0.940,0.059,0.059,0.988
8336,0.495,0.104,0.882,0.281,0.601
8337,0.136,0.397,0.754,0.232,0.097
8338,0.054,0.628,0.873,0.022,0.081
8339,0.519,0.462,0.728,0.361,0.429
8340,0.514,0.658,0.154,0.929,0.844
8341,0.852,0.936,0.252,0.173,0.722
8342,0.461,0.780,0.972,0.409,0.648
8343,0.113,0.069,0.041,0.070,0.507
8344,0.926,0.130,0.601,0.971,0.984
8345,0.668,0.264,0.715,0.166,0.238
8346,0.435,0.985,0.431,0.588,0.345
8347,0.502,0.273,0.685,0.240,0.899
8348,0.171,0.195,0.683,0.551,0.329
8349,0.737,0.174,0.154,0.450,0.989
8350,0.736,0.242,0.933,0.944,0.114
8351,0.614,0.618,0.154,0.981,0.259
8352,0.139,0.816,0.924,0.995,0.014
8353,0.954,0.974,0.439,0.828,0.726
8354,0.174,0.379,0.267,0.116,0.990
8355,0.847,0.283,0.878,0.378,0.415
8356,0.400,0.622,0.962,0.325,0.990
8357,0.352,0.112,0.074,0.396,0.601
8358,0.652,0.981,0.932,0.562,0.557
8359,0.074,0.103,0.229,0.290,0.385
8360,0.900,0.651,0.334,0.332,0.635
8361,0.824,0.115,0.439,0.583,0.639
8362,0.687,0.064,0.660,0.557,0.538
8363,0.166,0.458,0.367,0.359,0.388
8364,0.217,0.458,0.881,0.906,0.762
8365,0.544,0.745,0.548,0.961,0.641
8366,0.891,0.664,0.045,0.446,0.142
8367,0.126,0.973,0.922,0.503,0.584
8368,0.091,0.059,0.190,0.846,0.543
8369,0.257,0.544,0.801,0.217,0.734
8370,0.829,0.842,0.558,0.683,0.335
8371,0.150,0.221,0.638,0.361,0.495
8372,0.385,0.670,0.417,0.477,0.502
8373,0.560,0.434,0.212,0.423,0.082
8374,0.828,0.537,0.121,0.875,0.055
8375,0.749,0.675,0.155,0.666,0.712
8376,0.812,0.710,0.937,0.958,0.023
8377,0.177,0.879,0.050,0.237,0.619
8378,0.781,0.045,0.077,0.792,0.493
8379,0.357,0.970,0.310,0.318,0.735
8380,0.756,0.107,0.737,0.316,0.014
8381,0.235,0.189,0.925,0.983,0.023
8382,0.765,0.903,0.848,0.086,0.007
8383,0.717,0.152,0.473,0.948,0.558
8384,0.277,0.503,0.170,0.916,0.251
8385,0.482,0.921,0.862,0.620,0.534
8386,0.266,0.388,0.791,0.240,0.861
8387,0.712,0.979,0.668,0.145,0.860
8388,0.934,0.597,0.693,0.228,0.632
8389,0.471,0.997,0.048,0.465,0.664
8390,0.182,0.871,0.810,0.135,0.015
8391,0.214,0.498,0.456,0.120,0.531
8392,0.374,0.493,0.469,0.519,0.075
8393,0.726,0.071,0.556,0.171,0.299
8394,0.291,0.791,0.026,0.447,0.363
8395,0.962,0.077,0.818,0.477,0.558
8396,0.768,0.595,0.305,0.327,0.010
8397,0.034,0.911,0.473,0.907,0.168
8398,0.823,0.085,0.418,0.027,0.429
8399,0.485,0.810,0.614,0.977,0.225
8400,0.024,0.312,0.213,0.373,0.525
8401,0.101,0.062,0.630,0.839,0.202
8402,0.847,0.509,0.704,0.292,0.255
8403,0.538,0.719,0.480,0.602,0.954
8404,0.422,0.563,0.016,0.870,0.978
8405,0.954,0.810,0.264,0.032,0.828
8406,0.688,0.411,0.837,0.669,0.381
8407,0.605,0.458,0.417,0.021,0.079
8408,0.716,0.849,0.811,0.054,0.555
8409,0.649,0.563,0.778,0.650,0.857
8410,0.263,0.182,0.458,0.065,0.130
8411,0.566,0.337,0.728,0.542,0.304
8412,0.032,0.467,0.815,0.131,0.605
8413,0.073,0.058,0.992,0.846,0.200
8414,0.235,0.805,0.296,0.416,0.106
8415,0.717,0.293,0.360,0.983,0.621
8416,0.849,0.244,0.036,0.746,0.768
8417,0.833,0.487,0.131,0.108,0.338
8418,0.160,0.638,0.037,0.367,0.725
8419,0.989,0.103,0.187,0.464,0.965
8420,0.200,0.084,0.524,0.529,0.846
8421,0.516,0.470,0.125,0.881,0.108
8422,0.374,0.830,0.404,0.252,0.819
8423,0.340,0.554,0.251,0.989,0.003
8424,0.753,0.467,0.410,0.231,0.136
8425,0.915,0.050,0.690,0.216,0.098
8426,0.182,0.555,0.257,0.643,0.856
8427,0.020,0.466,0.498,0.868,0.987
8428,0.829,0.996,0.825,0.494,0.395
8429,0.121,0.299,0.058,0.834,0.680
8430,0.060,0.551,0.354,0.888,0.095
8431,0.596,0.457,0.103,0.435,0.803
8432,0.526,0.031,0.825,0.304,0.968
8433,0.772,0.913,0.173,0.475,0.475
8434,0.965,0.330,0.989,0.232,0.042
8435,0.413,0.114,0.057,0.240,0.937
8436,0.054,0.453,0.842,0.774,0.633
8437,0.124,0.173,0.642,0.592,0.839
8438,0.549,0.773,0.145,0.319,0.942
8439,0.442,0.739,0.303,0.906,0.329
8440,0.065,0.604,0.850,0.975,0.612
8441,0.067,0.969,0.742,0.510,0.822
8442,0.018,0.750,0.952,0.121,0.634
8443,0.254,0.224,0.347,0.109,0.787
8444,0.276,0.508,0.337,0.182,0.792
8445,0.615,0.184,0.300,0.921,0.881
8446,0.645,0.857,0.191,0.611,0.011
8447,0.274,0.648,0.973,0.678,0.871
8448,0.910,0.578,0.409,0.055,0.677
8449,0.951,0.586,0.352,0.191,0.532
8450,0.467,0.310,0.312,0.783,0.526
8451,0.264,0.136,0.362,0.710,0.981
8452,0.548,0.084,0.856,0.974,0.721
8453,0.573,0.555,0.086,0.299,0.085
8454,0.491,0.569,0.967,0.974,0.624
8455,0.481,0.145,0.675,0.641,0.661
8456,0.800,0.864,0.767,0.960,0.749
8457,0.679,0.379,0.669,0.368,0.503
8458,0.854,0.281,0.327,0.795,0.746
8459,0.824,0.826,0.943,0.685,0.012
8460,0.818,0.878,0.362,0.368,0.871
8461,0.491,0.594,0.281,0.662,0.485
8462,0.727,0.704,0.542,0.385,0.577
8463,0.811,0.309,0.869,0.699,0.472
8464,0.043,0.452,0.029,0.855,0.874
8465,0.827,0.825,0.799,0.629,0.830
8466,0.422,0.878,0.562,0.109,0.508
8467,0.202,0.811,0.030,0.507,0.116
8468,0.781,0.280,0.200,0.887,0.398
8469,0.904,0.863,0.369,0.062,0.237
8470,0.087,0.437,0.158,0.308,0.894
8471,0.635,0.211,0.790,0.968,0.118
8472,0.103,0.530,0.580,0.459,0.298
8473,0.997,0.289,0.294,0.676,0.754
8474,0.596,0.110,0.421,0.164,0.536
8475,0.698,0.364,0.144,0.593,0.930
8476,0.354,0.694,0.444,0.532,0.487
8477,0.319,0.764,0.504,0.495,0.217
8478,0.737,0.650,0.209,0.296,0.989
8479,0.471,0.746,0.658,0.337,0.296
8480,0.020,0.177,0.171,0.132,0.230
8481,0.191,0.273,0.157,0.219,0.151
8482,0.577,0.183,0.984,0.235,0.728
8483,0.689,0.162,0.602,0.268,0.209
8484,0.016,0.935,0.946,0.989,0.298
8485,0.377,0.966,0.793,0.388,0.792
8486,0.936,0.674,0.263,0.507,0.911
8487,0.351,0.199,0.366,0.204,0.514
8488,0.548,0.942,0.571,0.069,0.629
8489,0.246,0.957,0.816,0.510,0.105
8490,0.266,0.536,0.433,0.687,0.478
8491,0.783,0.757,0.289,0.043,0.953
8492,0.518,0.612,0.651,0.346,0.157
8493,0.236,0.393,0.022,0.524,0.888
8494,0.821,0.205,0.009,0.415,0.626
8495,0.887,0.525,0.067,0.464,0.064
8496,0.130,0.823,0.002,0.723,0.260
8497,0.004,0.354,0.303,0.897,0.345
8498,0.938,0.860,0.542,0.037,0.210
8499,0.571,0.486,0.981,0.884,0.535
8500,0.726,0.650,0.004,0.046,0.857
8501,0.495,0.683,0.650,0.387,0.801
8502,0.403,0.335,0.234,0.267,0.522
8503,0.132,0.612,0.326,0.050,0.272
8504,0.108,0.434,0.781,0.783,0.533
8505,0.119,0.634,0.086,0.029,0.576
8506,0.375,0.706,0.008,0.985,0.965
8507,0.686,0.712,0.540,0.427,0.692
8508,0.592,0.372,0.504,0.048,0.221
8509,0.178,0.335,0.170,0.187,0.378
8510,0.062,0.942,0.247,0.050,0.582
8511,0.585,0.027,0.731,0.611,0.494
8512,0.767,0.408,0.866,0.321,0.876
8513,0.662,0.439,0.308,0.583,0.999
8514,0.379,0.524,0.603,0.836,0.077
8515,0.148,0.516,0.490,0.317,0.452
8516,0.513,0.785,0.727,0.414,0.288
8517,0.568,0.962,0.202,0.082,0.502
8518,0.136,0.901,0.342,0.014,0.905
8519,0.931,0.999,0.134,0.132,0.578
8520,0.132,0.308,0.250,0.940,0.647
8521,0.941,0.268,0.374,0.653,0.552
8522,0.881,0.227,0.430,0.953,0.289
8523,0.218,0.216,0.775,0.123,0.376
8524,0.575,0.001,0.383,0.805,0.760
8525,0.919,0.370,0.898,0.324,0.036
8526,0.406,0.844,0.203,0.047,0.537
8527,0.375,0.639,0.933,0.560,0.768
8528,0.605,0.586,0.384,0.040,0.832
8529,0.183,0.215,0.135,0.172,0.646
8530,0.069,0.636,0.755,0.168,0.835
8531,0.230,0.356,0.726,0.510,0.684
8532,0.441,0.931,0.224,0.590,0.583
8533,0.345,0.374,0.511,0.361,0.621
8534,0.535,0.436,0.368,0.412,0.785
8535,0.657,0.660,0.048,0.764,0.273
8536,0.850,0.375,0.085,0.529,0.044
8537,0.006,0.670,0.121,0.999,0.458
8538,0.227,0.399,0.199,0.306,0.345
8539,0.131,0.032,0.528,0.627,0.130
8540,0.890,0.683,0.873,0.566,0.796
8541,0.405,0.563,0.231,0.134,0.013
8542,0.804,0.395,0.140,0.650,0.458
8543,0.102,0.090,0.509,0.386,0.974
8544,0.546,0.149,0.614,0.593,0.564
8545,0.822,0.763,0.568,0.547,0.029
8546,0.244,0.227,0.271,0.225,0.607
8547,0.687,0.682,0.717,0.873,0.721
8548,0.249,0.308,0.879,0.489,0.026
8549,0.183,0.449,0.635,0.070,0.849
8550,0.680,0.727,0.559,0.684,0.742
8551,0.300,0.743,0.809,0.401,0.985
8552,0.886,0.536,0.858,0.361,0.448
8553,0.596,0.633,0.181,0.090,0.739
8554,0.960,0.560,0.510,0.049,0.527
8555,0.598,0.731,0.490,0.521,0.618
8556,0.238,0.812,0.581,0.900,0.252
8557,0.890,0.694,0.334,0.537,0.013
8558,0.055,0.901,0.334,0.397,0.628
8559,0.263,0.436,0.438,0.460,0.049
8560,0.943,0.820,0.816,0.577,0.923
8561,0.611,0.846,0.891,0.112,0.916
8562,0.806,0.986,0.729,0.479,0.829
8563,0.977,0.711,0.878,0.851,0.831
8564,0.966,0.594,0.580,0.969,0.729
8565,0.274,0.343,0.693,0.754,0.004
8566,0.215,0.922,0.848,0.229,0.098
8567,0.162,0.233,0.251,0.314,0.994
8568,0.304,0.915,0.836,0.602,0.610
8569,0.163,0.506,0.050,0.340,0.632
8570,0.433,0.042,0.125,0.372,0.341
8571,0.928,0.731,0.047,0.770,0.547
8572,0.094,0.717,0.901,0.323,0.186
8573,0.376,0.282,0.691,0.417,0.977
8574,0.853,0.557,0.619,0.580,0.513
8575,0.984,0.184,0.595,0.910,0.702
8576,0.578,0.851,0.277,0.380,0.303
8577,0.324,0.900,0.800,0.340,0.964
8578,0.250,0.211,0.256,0.972,0.900
8579,0.179,0.444,0.272,0.079,0.186
8580,0.417,0.674,0.150,0.089,0.689
8581,0.417,0.331,0.289,0.540,0.356
8582,0.694,0.146,0.854,0.039,0.881
8583,0.710,0.346,0.334,0.958,0.343
8584,0.667,0.048,0.551,0.171,0.318
8585,0.206,0.727,0.588,0.794,0.249
8586,0.092,0.243,0.134,0.471,0.222
8587,0.022,0.863,0.378,0.853,0.543
8588,0.353,0.561,0.239,0.615,0.794
8589,0.848,0.686,0.899,0.270,0.187
8590,0.552,0.752,0.959,0.750,0.961
8591,0.865,0.066,0.198,0.036,0.825
8592,0.929,0.925,0.734,0.195,0.667
8593,0.370,0.233,0.047,0.848,0.137
8594,0.432,0.125,0.939,0.796,0.287
8595,0.996,0.679,0.664,0.611,0.601
8596,0.127,0.815,0.491,0.605,0.862
8597,0.848,0.641,0.795,0.670,0.636
8598,0.877,0.611,0.147,0.419,0.380
8599,0.533,0.800,0.110,0.562,0.683
8600,0.613,0.618,0.187,0.497,0.555
8601,0.303,0.818,0.720,0.154,0.453
8602,0.844,0.311,0.120,0.798,0.055
8603,0.066,0.950,0.606,0.224,0.878
8604,0.613,0.922,0.196,0.623,0.681
8605,0.815,0.785,0.575,0.742,0.298
8606,0.124,0.103,0.527,0.774,0.224
8607,0.184,0.951,0.409,0.184,0.900
8608,0.188,0.852,0.871,0.652,0.962
8609,0.108,0.933,0.336,0.487,0.174
8610,0.659,0.055,0.863,0.235,0.594
8611,0.256,0.285,0.882,0.743,0.385
8612,0.119,0.771,0.929,0.209,0.757
8613,0.615,0.113,0.008,0.171,0.219
8614,0.486,0.716,0.277,0.503,0.771
8615,0.919,0.498,0.109,0.414,0.352
8616,0.454,0.241,0.315,0.148,0.303
8617,0.836,0.329,0.636,0.064,0.039
8618,0.998,0.941,0.209,0.228,0.910
8619,0.960,0.914,0.487,0.607,0.568
8620,0.608,0.543,0.205,0.057,0.907
8621,0.651,0.744,0.878,0.564,0.799
8622,0.836,0.737,0.818,0.942,0.326
8623,0.966,0.410,0.631,0.573,0.884
8624,0.559,0.567,0.404,0.555,0.434
8625,0.095,0.980,0.943,0.949,0.600
8626,0.621,0.970,0.301,0.087,0.080
8627,0.404,0.258,0.982,0.902,0.806
8628,0.101,0.313,0.271,0.001,0.050
8629,0.007,0.191,0.661,0.174,0.982
8630,0.919,0.628,0.082,0.079,0.339
8631,0.543,0.097,0.650,0.357,0.203
8632,0.297,0.805,0.451,0.813,0.490
8633,0.881,0.242,0.971,0.166,0.714
8634,0.302,0.784,0.525,0.665,0.474
8635,0.989,0.896,0.166,0.623,0.334
8636,0.285,0.762,0.128,0.764,0.292
8637,0.233,0.363,0.139,0.375,0.395
8638,0.127,0.312,0.274,0.624,0.251
8639,0.415,0.417,0.969,0.589,0.093
8640,0.327,0.938,0.237,0.246,0.331
8641,0.750,0.068,0.584,0.402,0.803
8642,0.646,0.891,0.551,0.668,0.142
8643,0.473,0.037,0.700,0.132,0.672
8644,0.555,0.676,0.066,0.702,0.719
8645,0.530,0.753,0.300,0.378,0.340
8646,0.420,0.859,0.757,0.209,0.765
8647,0.767,0.970,0.586,0.993,0.657
8648,0.178,0.858,0.946,0.154,0.579
8649,0.779,0.337,0.478,0.430,0.378
8650,0.557,0.976,0.524,0.559,0.700
8651,0.231,0.896,0.470,0.246,0.922
8652,0.023,0.116,0.310,0.006,0.501
8653,0.385,0.502,0.110,0.952,0.815
8654,0.196,0.265,0.924,0.982,0.468
8655,0.211,0.702,0.365,0.023,0.562
8656,0.186,0.861,0.215,0.067,0.510
8657,0.949,0.631,0.018,0.632,0.647
8658,0.793,0.656,0.910,0.983,0.247
8659,0.052,0.590,0.722,0.654,0.521
8660,0.216,0.448,0.573,0.103,0.198
8661,0.940,0.265,0.026,0.154,0.951
8662,0.206,0.327,0.202,0.149,0.013
8663,0.056,0.066,0.963,0.097,0.510
8664,0.719,0.550,0.711,0.021,0.307
8665,0.879,0.004,0.687,0.247,0.208
8666,0.303,0.270,0.744,0.862,0.160
8667,0.204,0.435,0.261,0.596,0.294
8668,0.498,0.621,0.589,0.208,0.395
8669,0.619,0.096,0.322,0.318,0.550
8670,0.794,0.812,0.556,0.227,0.290
8671,0.165,0.241,0.923,0.776,0.408
8672,0.348,0.163,0.948,0.447,0.425
8673,0.051,0.579,0.887,0.220,0.145
8674,0.276,0.551,0.302,0.579,0.824
8675,0.737,0.778,0.240,0.008,0.926
8676,0.446,0.368,0.941,0.260,0.045
8677,0.819,0.769,0.598,0.802,0.609
8678,0.054,0.408,0.130,0.071,0.285
8679,0.007,0.166,0.114,0.727,0.962
8680,0.809,0.618,0.274,0.525,0.065
8681,0.961,0.025,0.052,0.798,0.038
8682,0.107,0.288,0.427,0.902,0.600
8683,0.246,0.736,0.335,0.559,0.170
8684,0.695,0.230,0.759,0.713,0.147
8685,0.677,0.245,0.059,0.262,0.014
8686,0.721,0.175,0.897,0.930,0.561
8687,0.747,0.397,0.893,0.516,0.665
8688,0.918,0.809,0.221,0.096,0.026
8689,0.836,0.241,0.298,0.224,0.680
8690,0.716,0.306,0.039,0.569,0.620
8691,0.571,0.478,0.323,0.283,0.416
8692,0.006,0.565,0.087,0.911,0.639
8693,0.211,0.210,0.404,0.442,0.798
8694,0.837,0.469,0.449,0.091,0.563
8695,0.484,0.029,0.678,0.558,0.396
8696,0.794,0.935,0.665,0.482,0.422
8697,0.834,0.803,0.089,0.188,0.544
8698,0.910,0.386,0.552,0.683,0.207
8699,0.144,0.923,0.375,0.743,0.448
8700,0.557,0.962,0.002,0.006,0.636
8701,0.375,0.892,0.446,0.741,0.629
8702,0.541,0.557,0.315,0.885,0.177
8703,0.965,0.203,0.837,0.794,0.121
8704,0.031,0.904,0.483,0.815,0.037
8705,0.886,0.008,0.637,0.889,0.272
8706,0.731,0.951,0.238,0.336,0.000
8707,0.976,0.985,0.572,0.920,0.504
8708,0.716,0.706,0.791,0.652,0.389
8709,0.798,0.584,0.785,0.058,0.436
8710,0.527,0.403,0.415,0.090,0.238
8711,0.383,0.934,0.036,0.904,0.391
8712,0.696,0.092,0.641,0.713,0.297
8713,0.603,0.553,0.001,0.852,0.729
8714,0.978,0.631,0.756,0.116,0.085
8715,0.488,0.742,0.449,0.264,0.973
8716,0.791,0.212,0.761,0.946,0.601
8717,0.251,0.577,0.147,0.678,0.338
8718,0.991,0.347,0.550,0.020,0.938
8719,0.117,0.287,0.479,0.118,0.637
8720,0.273,0.995,0.925,0.416,0.140
8721,0.876,0.196,0.128,0.874,0.406
8722,0.355,0.041,0.377,0.412,0.715
8723,0.669,0.171,0.591,0.606,0.335
8724,0.520,0.588,0.488,0.335,0.967
8725,0.136,0.429,0.234,0.182,0.282
8726,0.146,0.639,0.049,0.837,0.309
8727,0.488,0.121,0.685,0.963,0.470
8728,0.949,0.550,0.733,0.712,0.269
8729,0.123,0.947,0.287,0.727,0.207
8730,0.919,0.390,0.647,0.670,0.428
8731,0.276,0.298,0.569,0.864,0.184
8732,0.303,0.735,0.582,0.469,0.076
8733,0.507,0.779,0.178,0.663,0.047
8734,0.601,0.068,0.948,0.860,0.236
8735,0.902,0.948,0.718,0.480,0.454
8736,0.856,0.180,0.633,0.263,0.547
8737,0.301,0.605,0.630,0.500,0.902
8738,0.788,0.738,0.492,0.026,0.622
8739,0.065,0.930,0.753,0.744,0.443
8740,0.428,0.642,0.276,0.211,0.056
8741,0.438,0.135,0.951,0.724,0.532
8742,0.184,0.144,0.332,0.921,0.680
8743,0.961,0.618,0.029,0.760,0.095
8744,0.152,0.826,0.632,0.177,0.541
8745,0.121,0.721,0.849,0.702,0.790
8746,0.287,0.034,0.020,0.951,0.917
8747,0.249,0.315,0.787,0.863,0.108
8748,0.792,0.800,0.410,0.291,0.580
8749,0.753,0.334,0.333,0.038,0.484
8750,0.027,0.562,0.729,0.041,0.067
8751,0.397,0.869,0.323,0.842,0.991
8752,0.075,0.515,0.326,0.915,0.468
8753,0.122,0.288,0.162,0.515,0.341
8754,0.980,0.256,0.527,0.842,0.862
8755,0.679,0.379,0.761,0.006,0.123
8756,0.876,0.868,0.627,0.312,0.124
8757,0.408,0.604,0.267,0.448,0.076
8758,0.965,0.921,0.663,0.970,0.022
8759,0.931,0.971,0.100,0.300,0.392
8760,0.342,0.243,0.406,0.899,0.040
8761,0.496,0.734,0.076,0.823,0.875
8762,0.275,0.257,0.457,0.708,0.805
8763,0.464,0.413,0.357,0.438,0.233
8764,0.979,0.032,0.840,0.093,0.593
8765,0.061,0.442,0.726,0.884,0.993
8766,0.584,0.915,0.770,0.372,0.887
8767,0.392,0.981,0.803,0.084,0.626
8768,0.527,0.216,0.175,0.392,0.976
8769,0.848,0.030,0.682,0.882,0.537
8770,0.547,0.178,0.321,0.358,0.994
8771,0.998,0.334,0.521,0.472,0.916
8772,0.958,0.696,0.302,0.566,0.711
8773,0.622,0.723,0.420,0.587,0.944
8774,0.471,0.482,0.086,0.686,0.732
8775,0.705,0.363,0.703,0.430,0.117
8776,0.291,0.720,0.047,0.524,0.167
8777,0.292,0.985,0.425,0.784,0.129
8778,0.975,0.503,0.831,0.763,0.223
8779,0.615,0.907,0.433,0.741,0.733
8780,0.985,0.420,0.826,0.696,0.786
8781,0.805,0.749,0.941,0.397,0.748
8782,0.487,0.615,0.401,0.956,0.783
8783,0.593,0.967,0.957,0.903,0.974
8784,0.603,0.172,0.204,0.547,0.763
8785,0.531,0.031,0.592,0.079,0.562
8786,0.517,0.126,0.746,0.489,0.590
8787,0.359,0.555,0.808,0.845,0.707
8788,0.068,0.272,0.983,0.159,0.740
8789,0.972,0.180,0.210,0.110,0.420
8790,0.131,0.822,0.792,0.166,0.463
8791,0.086,0.631,0.487,0.900,0.363
8792,0.316,0.122,0.853,0.668,0.684
8793,0.854,0.088,0.984,0.176,0.980
8794,0.737,0.011,0.197,0.370,0.186
8795,0.577,0.624,0.830,0.344,0.561
8796,0.351,0.999,0.347,0.729,0.531
8797,0.815,0.017,0.300,0.163,0.896
8798,0.305,0.454,0.730,0.850,0.495
8799,0.189,0.910,0.589,0.165,0.146
8800,0.747,0.252,0.778,0.061,0.294
8801,0.192,0.297,0.487,0.431,0.828
8802,0.409,0.300,0.481,0.825,0.779
8803,0.307,0.260,0.233,0.254,0.936
8804,0.429,0.671,0.095,0.627,0.344
8805,0.642,0.113,0.006,0.131,0.334
8806,0.058,0.372,0.383,0.036,0.744
8807,0.309,0.675,0.443,0.142,0.500
8808,0.115,0.653,0.135,0.904,0.260
8809,0.652,0.709,0.530,0.010,0.407
8810,0.097,0.972,0.583,0.491,0.808
8811,0.702,0.238,0.329,0.519,0.906
8812,0.205,0.721,0.532,0.273,0.178
8813,0.322,0.869,0.741,0.826,0.123
8814,0.112,0.669,0.985,0.786,0.757
8815,0.279,0.594,0.912,0.229,0.497
8816,0.990,0.912,0.663,0.538,0.849
8817,0.181,0.237,0.639,0.951,0.705
8818,0.147,0.381,0.939,0.062,0.259
8819,0.938,0.412,0.015,0.132,0.424
8820,0.019,0.532,0.357,0.189,0.716
8821,0.154,0.084,0.618,0.958,0.032
8822,0.247,0.444,0.417,0.881,0.175
8823,0.088,0.760,0.326,0.250,0.858
8824,0.117,0.805,0.769,0.102,0.145
8825,0.285,0.444,0.569,0.009,0.524
8826,0.793,0.299,0.173,0.513,0.228
8827,0.348,0.629,0.035,0.848,0.510
8828,0.073,0.986,0.739,0.009,0.598
8829,0.214,0.127,0.811,0.650,0.147
8830,0.854,0.813,0.368,0.435,0.474
8831,0.660,0.937,0.116,0.712,0.365
8832,0.245,0.610,0.176,0.226,0.971
8833,0.947,0.970,0.726,0.203,0.207
8834,0.301,0.289,0.836,0.110,0.256
8835,0.741,0.268,0.049,0.686,0.310
8836,0.391,0.626,0.517,0.824,0.478
8837,0.951,0.892,0.538,0.290,0.515
8838,0.230,0.668,0.708,0.469,0.712
8839,0.275,0.221,0.504,0.665,0.645
8840,0.853,0.356,0.066,0.647,0.496
8841,0.160,0.678,0.867,0.167,0.479
8842,0.362,0.511,0.384,0.872,0.732
8843,0.142,0.755,0.282,0.662,0.350
8844,0.831,0.359,0.092,0.341,0.500
8845,0.078,0.217,0.275,0.475,0.640
8846,0.420,0.874,0.944,0.729,0.233
8847,0.488,0.078,0.620,0.221,0.300
8848,0.878,0.512,0.917,0.840,0.796
8849,0.746,0.835,0.286,0.689,0.215
8850,0.163,0.318,0.902,0.381,0.946
8851,0.415,0.704,0.782,0.436,0.601
8852,0.889,0.840,0.817,0.571,0.065
8853,0.035,0.711,0.035,0.062,0.263
8854,0.688,0.907,0.907,0.291,0.522
8855,0.637,0.050,0.734,0.071,0.609
8856,0.850,0.921,0.482,0.004,0.855
8857,0.346,0.878,0.969,0.084,0.139
8858,0.822,0.227,0.339,0.121,0.597
8859,0.490,0.551,0.597,0.822,0.187
8860,0.309,0.960,0.976,0.017,0.017
8861,0.560,0.174,0.828,0.568,0.067
8862,0.917,0.125,0.029,0.729,0.640
8863,0.293,0.604,0.497,0.538,0.273
8864,0.046,0.007,0.578,0.010,0.787
8865,0.772,0.610,0.428,0.249,0.762
8866,0.155,0.122,0.238,0.742,0.833
8867,0.185,0.810,0.378,0.350,0.842
8868,0.753,0.096,0.642,0.590,0.635
8869,0.161,0.067,0.623,0.429,0.228
8870,0.519,0.173,0.848,0.887,0.939
8871,0.241,0.890,0.359,0.001,0.926
8872,0.543,0.545,0.660,0.158,0.254
